,verified,month_fly,month_fly_num,year_fly,month_year_fly,country,type,route,ground_service,money_value,recommended,review,origin,destination,transit
1580,False,August,8.0,2017.0,2017-08-01,United Kingdom,Business,Nice to London Heathrow,1.0,1,no,"Nice to London Heathrow. I had to fly to Nice and back for work. Booked through the Company travel Agency. Extra bag added both ways. I wanted to fly back to LHR earlier so my Travel Agent rebooked the earlier flight at a cost of 371 GBP. When I arrived at NCE the Ground Staff refused to acknowledge the extra bag, saying that it was for the earlier flight. I stood my ground, but the Head of Check in told me if I wanted to fly I had to pay 75 EUR which I did under duress. I had prebooked my seat as Silver to find out at the gate that it had been changed to a middle seat which I loathe as the 767 is claustrophobic. I asked for my bags to be offloaded and I would travel on the next flight as is my right to do so there was a standoff at the gate.  The trend for BA in their spiral to the bottom is to outsource Check in Staff who have no comprehension of the BA system, combined with an arrogant ignorance that means I will not be choosing this airline again. I have one more flight with them next week and that's it. I paid almost 1100 pounds to get to Nice and back today, in economy, I was greeted with disdain by Ground Staff, the Crew on board were utterly miserable as they get to grips with the fact that they are now a junk airline who, despite the high prices, have the audacity to charge 7 pounds for a gin and tonic. Aircraft are tired and worn. Toilets stink. Please do yourself a favour and book someone else.",Nice,London Heathrow,
1599,False,July,7.0,2017.0,2017-07-01,United Kingdom,Family Leisure,London Heathrow to Sofia,1.0,1,no,"Flew from London Heathrow to Sofia. I have been flying British Airways for over 40 years and they are truly awful now. I see no difference now with easyJet or Ryanair. The main difference with BA now is the rudeness and sheer unprofessionalism of staff I encountered. Everything in T5 is now self service including bag drop. Paid food, etc.",London Heathrow,Sofia,
1603,False,July,7.0,2017.0,2017-07-01,United Kingdom,Business,London Heathrow to Berlin,1.0,1,no,"London Heathrow to Berlin return. Will be taking anything but BA flights from now on. Arriving at Berlin check in with only handbagge one of my party was told rudely that she had to check in her baggage despite that it contained fragile items. Another of my party did want to check in her hand baggage and was told no. Both times the ground staff were inconsitant, rude and uncooperative .I was allocated a window seat despite a request for an aisle seat. The new seat configuration is so narrow now I could not get into the allocated seat as I have a replacement knee which does not bend enough to get to the seat. Fortunately one of my party swapped with me for an aisle seat. I put a small plastic bag with fragile items in the overhead locker, the steward, without telling me or consulting me, moved it. When I queried this I was told ""Madam,  I know what I am doing I have done this before"". I am 71 years old and I refuse to be so patronised so I was ready for a stand up row by this time. Fortunately a lovely stewardess with this guy saw my face and jumped in with a jokey remark which save the situation. No food left at the back of the plane as usual. Why on earth are we paying premium prices for such appalling customer service? If I want a budget flight I will use EasyJet anytime.",London Heathrow,Berlin,
1607,False,May,5.0,2017.0,2017-05-01,United Kingdom,Business,Krakow to London,2.0,2,no,"Krakow to London. Got us there fine. My main issue is the food service. I was sat in Row 21, probably 3/4 of the way back. It was an evening weekday flight,so everyone tired & hungry. Their new M&S service was a disaster. The flight was just over 2 hours. It took 1 hour for the single food trolley to make its way to my row. By the time it arrived all that was available was a KitKat and some other sweets! They had already run out of sandwiches / hot food. It took a long time because each customer had to pay using credit card - and the machine seemed to keep on having problems. Also the variety on the new M&S menu - whilst generally a good thing - meant the staff kept on running back to the galley to replenish (clearly still not enough stored). Have to say this services is no better than Easyjet & I will think twice about travelling with BA. If it wasn't paid for by work I would not have travelled with them. The service has gone downhill over the years which is a real shame for a national carrier.",Krakow,London,
1629,False,July,7.0,2017.0,2017-07-01,United Kingdom,Solo Leisure,Belfast to Munich via Heathrow,1.0,1,no,"Belfast to Munich via Heathrow. Today (4th July) I found I needed to change a travel date from 7th July to 6th July.  I attempted to do this on BA's ""Manage My Booking"" for about 2 hours and, although I selected 4 different flight times, each time I thought my booking change was completed (at an extra cost of £156-199 + seat costs), I was told that my changed flights were fully booked, even though my booking included purchase of seats shown as available (quite a few). So. I contacted BA's Customer Services by phone and waited for about 20 minutes for an agent who, after saying hello and providing his name, promptly lost me. So, another 20 minutes later, I spoke to another (very caring and helpful) BA agent and she told me the only available flight changes would cost me almost +£500 onto my £218 ticket! I could have booked a new return ticket for a lot less! I am hugely unimpressed by the additional charge by BA when all the work is by me and on-line and BA can re-sell my Friday flight; the time I spent going around in circles, online, to end up with nothing and having to phone Customer Services; and  the time it takes to get though to Customer Services who, clearly, are insufficiently staffed, over-worked and with limited capacity to really help. BA - you are in serious need of a makeover and self-examination to have customers, such as I, consider using you again and not tell everyone to avoid you and write reviews such as this.",Belfast,Munich,London Heathrow
1653,False,June,6.0,2017.0,2017-06-01,United Kingdom,Solo Leisure,London Heathrow to Dublin,1.0,2,yes,"I had an early morning flight from London Heathrow to Dublin to attend a memorial service in Ireland. The check-in process seems to have been automated and I am not impressed. I saw an elderly Chinese couple struggle with the computers and a uniformed staff member in BA uniform walked away and ignored them. I intervened and assisted. The interior of the aircraft was spotless. However, there was no catering per se other than a to buy Marks and Spencer items. No cash was accepted and the staff were very embarrassed. The cabin crew were lovely people and deserve better than to have the name of a once proud national carrier reduced to such a miserly product. Arrival was punctual.",London Heathrow,Dublin,
1654,False,June,6.0,2017.0,2017-06-01,United States,Business,London Heathrow to Paris Orly,1.0,1,no,"London Heathrow to Paris Orly. I have been a gold member of BA over 25 years making approx 100 flights per year We have been through ash clouds, strikes, IT breakdowns and weather and of late the spiral of poor response has picked up pace. I didnt think it could get worse but it did. Arrived at the airport and my app said on time, screens said on time but my independent tracking app said 3 hours delay. In the first class lounge I was told short delay. Knowing how inaccurate BA can be I asked to speak to special services. One hour later I asked again. I got an arrogant manager who lectured me that she was only two on duty, take it up with Alex Cruz and there were more important flyers like royalty and celebrity. Unimportant is how I felt after 25 years of Gold guest list. She then told me the flight was cancelled and said I would have to either accept the flight the next morning or make my own arrangement .Staff didnt know how to get people out of the airport and despte flights on time for Charles De Gaulle no alternative was offered. I had to concede and cancelled critical business discussion and then beg BA for a refund which they tried to sidestep. The moral of this story is when your gut tells you trust has gone believe it and at BA it is systemic lack of honesty and transparency and it all points to the CEO. The other interesting fact is I did look at choices before booking including Easy jet <100 pounds Air France 500 pounds and foolishly I felt loyalty meant something. Not at this airlin . The salt in the wound is that Easyjet and AF got to their destination on time and no doubt executives on those flights are enjoying a good business day in France. It is incredible that one airline who carry's the British flag is such a disgrace. I am sure that a small percentage are satisfied but looking at the chaos and disbelief in the lounge last night echoes the most common phrase heard in airline speak. What has happened to BA and we wont fly them again.",London Heathrow,Paris Orly,
1686,False,June,6.0,2017.0,2017-06-01,United Kingdom,Couple Leisure,London to Johannesburg,1.0,1,no,"London to Johannesburg. After getting caught up in the chaos of the bank holiday weekend IT fiasco and the lamentable way in which the situation was handled by BA, I approached my flight back to the UK with some trepidation. My fears were not unfounded. As the aircraft had been sitting at JNB for most of the day, there were no delays and boarding started very early. I was seat 83A (top deck, double seat) and the leg room was no better than you would find on a Ryanair flight to Dublin. Indeed, due to the location of the electronic equipment box under the seat, it was a little more cramped. The service on BA flights really is terrible. I, along with many other passengers, was treated like an inconvenience and I felt the cabin crew would really have preferred it if we weren't there. I was close to the galley and sleep was pretty much impossible due, in part, to the cabin crew gossiping loudly about other members of staff. I will do everything I can to avoid flying BA in the future.",London,Johannesburg,
1689,False,June,6.0,2017.0,2017-06-01,United Kingdom,Couple Leisure,Edinburgh to Rome via Heathrow,1.0,1,no,"Edinburgh to Rome via Heathrow. I have been either BA Gold or Silver for many years , the last 2 years I was in Texas but ensured my return to UK that flights were always BA and the same for my family who visited. in July 2016 I returned to UK for business and had to stay until Jul 12th, I was 3 points off retaining get Gold if I had flown back on 11 July I would have retained Gold. I had enquired about this before making the booking and was told this will not be a problem, however I was duly downgraded to Silver. I then booked a holiday in Rome for my wife and myself and I was amazed that BA have removed the free in flight drinks not even a free cup off tea ! If BA wish to behave like a budget airline then they should charge flight prices comparable to a budget airine. They have in the past left me stranded in Moscow for 5 days when snow closed Heathrow, yet BMI were still flying into Heathrow, I have encountered rude staff on check in, long queues even for Executive members. They are no longer living up to their acclaimed standards and are not a 4 star airline and should lose that status, I will in future fly Brussels Airlines and Lufthansa or Internal UK Easyjet. They are living on their past and need to start to realise with no passengers they will not stay in business and with unhappy customers who have to use them they will let get poor reviews. If BA wish to be a budget airline then start charging like one",Edinburgh,Rome,London Heathrow
1698,False,May,5.0,2017.0,2017-05-01,United Kingdom,Solo Leisure,London Heathrow to Geneva,1.0,1,no,"Flew British Airways from Heathrow to Geneva. Cheapskate airline now. Only tap water available, everything else needs credit card. American family with hungry young boys couldn't buy anything for them as their machine wouldn't take US card. Return flight cancelled after 4 hours on tarmac with the IT crash. Staff brilliant, including pilot who kept ac on and updated us regularly as much as he could. Then BA ticket desk unmanned in Geneva airport, so queues just standing. We were lucky to find swissair flight home or I think we'd still be there!",London Heathrow,Geneva,
1706,False,May,5.0,2017.0,2017-05-01,United States,Family Leisure,Rome to London,1.0,1,no,"Rome to London. Thursday May 18 flight scheduled to leave at 1200 delayed due to technical issues for 6 hrs and then cancelled at 1730. This caused missed connecting flight to Los Angeles. Very poor communication with passengers by desk attendants. No one took charge of our situation, information filtered through Italian speaking passengers who sought help with staff from Iberia airlines. BA staff was gone after 6pm and we were shuttled to hotel and told a rep would give us further information at hotel. No one from BA was seen or heard from at hotel. Multiple calls by passengers to BA resulted in little to no assistance. Friday, May 19 passengers are shuttled back to airport where chaos has broken out because there is little assistance once again at BA counter. After 1 hour in line I obtain a boarding pass on a flight to London with connection to Los Angeles, however the BA desk attendant informs me that the flight out of Rome is late due to technical issues and I will once again miss the flight out to LA. I'm appalled at the lack of educated, experienced BA assistance! BA abandoned us at Rome airport. In addition there web site is of no help. Flight information was outdated and impossible to this day to reach customer contact.",Rome,London,
1717,False,May,5.0,2017.0,2017-05-01,United Kingdom,Business,London to Amsterdam,1.0,3,no,"London Heathrow to Amsterdam Schipol on BA434, landed at 14:30. Luggage did not arrive. Contacted ground agent - they could not be less interested. Was given some toiletries but no essentials such as cleanser or moisturiser. As it was a Sunday, all shops at Amsterdam were closed at 5pm so was not able to buy essentials like make up. Called the luggage call centre 3 times. The first time the agent put a note in the system to say that I needed my luggage urgently because of a customer meeting the next day. Then received message on phone that the luggage would be on a flight arriving at 20:20, subject to conditions. Called again to check if the luggage had left Heathrow. Agent could not tell and rudely told me to wait. Called again at 21:00 and finally got through. Agent said she would get someone to call me to let me know if it was possible for me to pick up the luggage at Schipol. No one called. Called the next day. All the agent could tell me was that he had no idea when my luggage would be delivered. Message to BA management: you can do better by having a truly on line tracing system and fulfilment system, by employing people who do care about your customers, and forget about telling your customers that 90% of people get their luggage back within 72 hours. For business travellers, that offers zero comfort. Take a leaf off Qatar Airways, one of your One World partners, they tell their customers if their luggage follows them during transit. And Qatar Airways ground service staff show that they do care.",London,Amsterdam,
1729,False,May,5.0,2017.0,2017-05-01,United Kingdom,Business,London to Edinburgh,1.0,1,no,"London Heathrow to Edinburgh. Awful, awful company. My 'randomly' allocated seats were middle seats in the back two rows on both flights, seems like punishment for not paying their charge to select seats. I'm not too bothered about the lack of drinks / meal service but can see that the system they have created is a shambles - no cash payment option, not enough stock etc etc. On arrival back at Heathrow T5, we were parked on a remote stand by T3 and then had to wait an hour for a bus to the terminal. The staff could not have cared less and spent the time chatting about how low BA had sunk, how staff morale was terrible and how they could escape! Save your cash and go with a genuine budget airline would be my advice.",London,Edinburgh,
1765,False,April,4.0,2017.0,2017-04-01,United Kingdom,Business,London to Stockholm Arlanda,2.0,2,no,"London Heathrow to Stockholm Arlanda. BA is rapidly becoming a budget airline at premium airline prices. I'm a silver card holder and have always chosen to fly BA, primarily to maintain it. Not any more. It's not worth bothering with the galleries Lounge at Heathrow now the hot food has been replaced (most of the time) with sandwiches and cakes. The small touches like the takeaway biscuits etc. have gone too. And I'm now on my fourth time of having to stay an extra night at my end destination because there are no evening seats on the flights - even 6 weeks ahead. It's hard to raise a smile from many of the check in staff/stewards - they don't seem to care anymore. The last time I flew premium economy, the food was inedible. Just about to book with another airline on principle. I have to say I hope BA ends up learning the hard way that saving pennies will lose them pounds when customers leave. If you're going to be a low cost airline, charge low cost prices.",London,Stockholm Arlanda,
1773,False,April,4.0,2017.0,2017-04-01,Germany,Business,Stuttgart to London,1.0,1,no,"Stuttgart to London with British Airways. How things have changed. Passengers now queue at gate as with easyJet or Ryanair, rather than sitting and waiting to be called. Unsurprisingly, boarding in Stuttgart by agency staff was chaotic - unsure who was entitled to what. Cabin crew increasingly young and inexperienced, probably because older members have left in view of the transformation of British Airways to a budget airline. How visible this was! Few people bothered to purchase the over-priced snacks and drinks on offer. Once that was out of the way, the three cabin crew members gathered in the rear galley, chatted, and munched away at the spare food from the Business Class section which had been surreptitiously taken to the rear. At the rear I noticed that one of the two lavatories for Economy Class has now been ripped out and replaced by two seats without window. Directly opposite the one remaining toilet those passengers looked particularly unhappy - not least because of the constant queues alongside them. Everything about British Airways now is shabby, telling passengers how little they are valued. And this does not even mention the extra costs for hold luggage and for seat reservations. My ticket theoretically gave me a choice of seat, but at the appointed time there were only four choices left. So, no, I won't be flying them again unless all other options fail.",Stuttgart,London,
1790,False,April,4.0,2017.0,2017-04-01,United Kingdom,Family Leisure,London to Nice,1.0,1,no,"London to Nice return. British Airways has gone down, no more food on board? Arrived in Nice and it was 1 hour before we foudd our Baby's buggy in another section altogether, no one informed. When returning no buggy arrived at Heathrow - my two year old is now without a buggy and no one knows anything. I was told three different messages we have the buggy, we don't have the buggy? Terrible service all round, the airline has gone down and staff really don't care - especially in heathrow baggage office. They simply don't cater for families or care.",London,Nice,
1791,False,April,4.0,2017.0,2017-04-01,United States,Solo Leisure,Baltimore to Nice via London,2.0,2,no,"Baltimore to Nice via London. My ordeal started when I could not check in online. I called BA and they said the flight is under airport control and I have to check in at the airport. Fair enough but I should have known something was wrong. When I get to the airport 3 hours ahead (I wanted to get a good seat) I was told that Premium Economy was overbooked, and that I was involuntarily being bumped to economy. Never mind that I bought and paid for the ticket 4 months ago. The staff were not even nice about it. Quite beligerent. They offered me a Compensation card for $94. Where they got this amount, I don't know. I would have preferred the seat. Then they tell me I need to contact BA for a refund of the difference in price. Why should I need to contact them? They moved me, they know they moved me, shouldn't it be automatic? So I am being inconvenienced twice because of their mistake. I did send an e-mail on their refund form and have yet to hear from them. It has been a week. I had a horrible flight. I have severe back pain (one reason I booked premium, for the extra room) which was made worse by my economy seat. My screen did not work for movies, although the flight attendants did try. It is as though they wanted to make me have a bad trip. Fast forward, while in France, I tried to use the Compensation Card, declined.  So I tried to use it on Amazon and Nespresso online. Also declined. Really BA? I sent another e-mail telling them the card is not working. Nothing. I have flown BA in the past and have been happy with the. Not anymore.  I have had it with BA. I will not fly with them again because when there is a problem, they do not come through.",Baltimore,Nice,London
1797,False,November,11.0,2016.0,2016-11-01,United Kingdom,Couple Leisure,London to New Delhi,1.0,2,no,Very very poor customer service from British Airways. Myself and my partner were on a flight that was overbooked and so were accommodated on a different flight on the same day with a via point of Oman. While upset about the change of trip and the delay that would occur as a result we accepted that these things happen and were told to go straight to boarding for our flight to Oman. When we asked about tickets for the second flight we were given a form of ticket and told we would have to visit the transfer desk in Oman to get our boarding passes. On arriving in Oman they had no clue who we were and the flight we were meant to be on was full. We were left there for 4 hours with no communication from anyone in a transfer unit with no shop or vending machine and no offer of refreshments. After pleading with airport staff we were placed on a flight to Bahrain and transferred to our original planned destination New Delhi. We were approximately 12 hours delayed arriving and did not receive a single apology that day. To say it was a traumatising experience was an understatement.,London,New Delhi,
1831,False,March,3.0,2017.0,2017-03-01,United Kingdom,Business,London to Dublin,2.0,1,no,"London to Dublin. I had not flown with British Airways for over 12 months but recently made the mistake of booking with them to fly out to Dublin from London Heathrow Terminal 5. It all started again, I had downloaded the BA app from the Apple App store and I tried to check in the night before using the app but I was getting the error message saying that it was not possible for me to check in at that time, I thought nothing of it and tried again in the morning when I was sat in the Taxi to the airport. On the app I noticed that the flight had been delayed by approx. 1 hour and some minutes (considering it is a local flight and I was flying with hand luggage only) I decided to stop so that I can get some food as having flown multiple times in the past 3 months (at least once and sometimes twice every week) I was under the impression that as long as I am at the airport an hour and 15 minutes before the flight then there should not be any issues (after all that's the whole point of flight updates?). When I got the BA self service machine with 55 minutes remaining in the original flight timing (and almost 2+ hours before the actual flight time) I had issues printing my boarding pass and was told by the helper to go to Zone E to get a Boarding pass printed by the counter staff, after waiting 20 minutes in the queue (bearing in mind that the flight was delayed by an hour and so there was still over 1.5 hours remaining until flight take off) I was told that the flight has been closed and as I was not there an hour before the flight time they can not help me and I ca not fly on that flight so I will have to take the next one (from 8am flight I was moved to 11am flight). After discussing with the check in manager I was told that there is nothing he can do as he doesn't make the rules. Needless to say that I had to book onto the next flight despite being through security and in the waiting area over an hour before the actual flight took off. If this is how the BA customers are to be treated, i.e. they have to be there on time for the original flight despite getting notification that the flight is delayed then I for one will most definitely not be flying BA again, the rules are to be helpful towards the customers and not one way traffic as it seems in this case (they are not putting any value on my / other customers time i.e. we must wait inside the airport like idiots despite knowing that flight is massively late ).",London,Dublin,
1836,False,March,3.0,2017.0,2017-03-01,Canada,Couple Leisure,Montreal to London Heathrow,1.0,1,no,"Montreal to London Heathrow. Flight and service was cheap, except for the price. I expected better and this was not value for money. Advance seat selection is expensive, just plain gouging on top of ticket price. It is complimentary on Air Canada. Even with boarding pass pre-arranged, there is no Bag drop in Montreal, just one long line, British Airways BA staff. Air Canada next time.",Montreal,London Heathrow,
1862,False,February,2.0,2017.0,2017-02-01,Cyprus,Business,London to Larnaca,2.0,1,no,"London to Larnaca. Sadly British Airways is now a very poor quality budget airline that still thinks it is a top end carrier. The aircraft are generally old, shabby and dirty. The staff are surly and abrupt, the seating cramped and uncomfortable. I am a business travelled and would prefer to fly Club Europe but I am not paying three times the price for the same legroom as economy. It is a joke - if the person in front reclines I can't work - so how is this in any way business class.",London,Larnaca,
1865,False,February,2.0,2017.0,2017-02-01,United Kingdom,Couple Leisure,Phoenix to London Heathrow,2.0,1,no,"Phoenix to London Heathrow. Due to a problem with our ticket which where first class returns to Heathrow, which I may add both my wife and I checked twice when booking the tickets was dated 12th March instead of 12th February. We checked in or tried to check in, whereupon the discrepancy was brought to our attention. We couldn't prove we booked correctly or that a computer glitch was to blame we still had to get home. The staff tried in vain to change the ticket but were told by faceless managers, ""no nothing could be done"". We enquired the cost of two Economy seats home whereupon we told the two Economy tickets would come to an eye-watering $5092 or £4243 Economy. To add insult to injury we already had 1st class tickets booked that just needed to be re-booked to the 12th February, no chance. We had no choice (over a barrel) scarcity value I hear you cry, no. We boarded to find that the flight was less than half full. My wife and I were beside ourselves with anger (not to the flight crew) it wasn't their fault but they were dumbstruck themselves. To cap it all the food on the way home was appalling inedible. We will never fly BA again. British Airways - the worlds biggest rip off.",Phoenix,London Heathrow,
1875,False,February,2.0,2017.0,2017-02-01,United Kingdom,Solo Leisure,London Heathrow to Bangkok,2.0,2,no,"London Heathrow to Bangkok. As you walk into Heathrow T5 you have the feeling of a world class airline - and that's where it stopped! 20 minutes late for boarding then only after they had got everyone on the plane did they say sorry we have technical problems and passenger didnt turn up - it took them 1 hour to fix the plane didn't tell us what the problem was and remove the passengers bags! I gave up my seat 38D for a lady wanting to sit with her friends so I got 40D - big mistake! Seat does not recline and the headrest extender was broken and kept slipping down. Upon takeoff the aircon above decided it was going to start leaking water above - when the guy sat in seat enquired the staff smiled said she would see what she can do then went to the galley behind me and I heard her say to a co-worker that's the last of her problems. It was the coldest plane I have been on their was people on the plane wearing winter jackets I was that cold I took the blanket put it over my head and wrapped round behind my elbows and pulled it down with my feet. Toilet behind me was continually sucking the whole flight. They had to manually reset everyone's screens, they were very old, the fact my mobile has a bigger screen leaves a lot to be desired. Not to mention whatever you tried to watch would have continual lag. The interior on the seating was old and lumpy I'm sitting here writing this 8 hours later and my backside is still raw! They don't even have USB's to charge your phone!  So they encourage you to use their mobile app for digital boarding pass to make it more seamless then fail to put any USB charge points around the plane. Going to email BA and ask for a refund on my return ticket as I can honestly say out of the 20 or so airlines I have flown on over the years this is by far the worst!",London Heathrow,Bangkok,
1878,False,February,2.0,2017.0,2017-02-01,United Kingdom,Business,London Heathrow to Stuttgart,1.0,1,no,"London Heathrow to Stuttgart. Fly in comfort and style is the slogan of British Airways, but there is not much of either around these days. Not willing to pay an extra £8, I was allocated a middle seat right at the rear. At the gate an announcement was made for volunteers to check in their hand-luggage ""at no extra cost"". Within a minute a burly employee told me I had to check in my cabin bag, saying ""you should not believe what is said on the company's website"". How very true! Some ten other passengers, equally perplexed suffered the same fate. I know there were ten, because another employee kept counting us and saying ""we need ten"". The burly employee was later to be found on the airbridge to make sure that we really did hand over our cabin bags. All in all a demeaning experience. The seat rows are now more tightly packed than before. Although of average slim build, I found the seat a tight fit. Only a few passengers took up the offer to purchase food or drink (the deceptive ""upgrade"" we were sold at the beginning of the year). But still, did not reach the back of the plane until shortly before landing. Not only have the complimentary food and drink disappeared, but also newspapers and priority boarding for those of us who are frequent flyers. On the return journey I noticed part of the reason for this new policy: the Stuttgart ground staff have now been replaced by agency staff. BA is now no better than the no frills competitors, but keeps the facade of a full service airline with full service prices. A loyal customer of many, many years, I will choose their competitors in future.",London Heathrow,Stuttgart,
1891,False,February,2.0,2017.0,2017-02-01,United Kingdom,Couple Leisure,Dublin to Seattle via London Heathrow,1.0,3,no,"My partner and I flew Dublin to Seattle via London Heathrow with British Airways. Heathrow to Seattle was on a B777-200 which was slightly dated and seats were rather cramped, making it impossible to sleep on a 9-10hr flight. Online check-in wasn't possible and we weren't able to select our seats as our booking had an Iberia flight number even though it was operated by BA. Made lengthy phone calls and same response was given that nothing could be done about it until the airport. Arrived early at airport to find plane was overbooked so my partner and I didn't get our seats together - ground staff could do nothing about it. Luckily we were able to swap with another passenger once on board. Food was bland to say the least - possibly the worse on any carrier I've ever flown with. However, service provided by cabin crew was excellent. Would only fly BA again for this.",Dublin,Seattle,London Heathrow
1895,False,January,1.0,2017.0,2017-01-01,United Kingdom,Solo Leisure,Orlando to London Heathrow,1.0,1,no,"Will never touch British Airways again. Having flown BA on this route from Orlando to London Heathrow for a long time their services have seriosuly gone downhill. When I went to the back of the plane to ask for a snack I was told I had to buy them. Having paid over £1000 for my tickets I replied I'm not doing that I've paid enough for this flight already. To which the cabin manager replied 'well thats just the way the industry is going, people want value for money and this is how you get it, all the airlines are doing it, if you don't like it tough'. I have never been spoken to so rudely by a member of staff in my life! As well as this the seats were old and the screens didn't work. Other airlines namely Air New Zealand, Singapore Airlines, even American, in my opinion now represent a lot better value for money, you even still get snacks on long haul flights! (I guess all the airlines are doing it right?).",Orlando,London Heathrow,
1901,False,October,10.0,2016.0,2016-10-01,United Kingdom,Solo Leisure,London to Rio de Janeiro,1.0,2,no,"London Heathrow to Rio de Janeiro. 45 minute delay on the tarmac. Air conditioning wasn't working during delay - would only work once engines were on. The cabin was therefore unbearably hot. The foam in my seat 30B had deteriorated to the point I could feel the metal bar underneath digging into my tail bone. I informed the cabin staff of this - but due to the flight being overbooked, I couldn't be moved and so I was given an extra pillow. This is a 12 hour flight and I don't think this is acceptable. I was very uncomfortable during this flight. In flight entertainment kept pausing and pixelating/blipping. In flight snacks now have to be paid for. Considering the price of flights, I think this is very poor. British Airways is not a budget airline. In fact airlines currently rated lower than BA in the Top 100 airlines (eg Virgin Atlantic and Malaysian Airlines) still provide complimentary on board snacks. There were two in flight meals on this flight - on both occasions I was not offered the meal of my choice as it had run out. Once, I could forgive - but twice? When I complained about this to the flight staff on the second occasion (keep in mind this was at the end of the flight when I had been sitting on an uncomfortable metal bar for 10 hours) - the steward informed me that 'I was travelling to a poor country and I should be grateful for the food I was getting'. How rude! I do not book flights with BA to get lectured by your flight staff. The quality of the meals have dropped dramatically. No crackers or cheese, no fruit. What is now served with the mail meal is coleslaw and fruitcake (both of which I intensely dislike). This is what made the unavailability of complimentary snacks on the flight even more upsetting. I'd had no choice in your menu, and what was served up was unpalatable. I have to take medication that needs to be taken with food - I had no choice but to purchase food on board. An additional charge on an already expensive flight is a 'hard pill to swallow'.",London,Rio de Janeiro,
1921,False,January,1.0,2017.0,2017-01-01,United States,Business,LHR to MXP,2.0,3,no,"London Heathrow to Milan return. How British Airways have fallen in their service and product - they are no better than Ryanair now and frankly unless LHR is convenient to you, I would seek another airline. Not even a drink offered unless you pay although another passenger stated water was free but it was not offered. Seats the same as anyone else and they insist on putting these silly yellow cabin bag bands on carry on bags like they mean anything. I checked a bag so just had a small carry on but the staff insisted it have this silly thing attached that I immediately ripped off. The only benefit was my frequent flier tier meant I got early boarding, this is my last trip through LHR as the connection procedure is so awful. American Airlines are now better than British Airways and that says it all.",London Heathrow,MXP,
1930,False,December,12.0,2016.0,2016-12-01,Canada,Solo Leisure,London to Abuja,1.0,1,no,"I was returning home for my wedding on December 27, 2016, connecting to British Airways from London Heathrow to Abuja. The seat I had chosen was changed to a horrible seat near the toilet. I never got an explanation for this action. However, I wasn't very fussy about this as I was very excited to be getting married. Also, the flight was dirty, the food was terrible and took forever to get served in the first place. Our flight arrived at the Abuja airport and I was supposed to get on another flight in two hours to my final destination within Nigeria. I went to claim my luggage at the carousel, I waited for hours till all the luggage had gone through and I couldn't find my luggage which had my wedding items in it, including my wedding dress. As you can imagine I was devastated, I had to cancel my connecting flight to my final destination in order to sort out this issue. I spent the night at Abuja hoping that my luggage would come in with the flight arriving the next morning as only one BA flight arrives from Heathrow to Abuja each day. My luggage never arrived the next day. Myself and my husband had to spend a hideous amount of money purchasing emergency wedding items. The BA staff at the airport weren't helpful at all, they were all very rude and none of them could give us any reasonable information as to where my luggage was. My luggage finally arrived about 5 days after my wedding in a very bad shape. Up till this day, BA has refused to acknowledge my claims and they haven't refunded me for all the expenses in the course of flying with them. BA ruined what was supposed to be the best day of my life and I have vowed to never fly with BA.",London,Abuja,
1939,False,January,1.0,2017.0,2017-01-01,United Kingdom,Business,LHR to DXB,1.0,2,no,"London Heathrow to Dubai, and a delayed flight. Poor communications from LHR British Airways staff. Horrible food. Crowded flight and a mars mini bite size for breakfast. Unmotivated crew. All the money they have made seems to go to senior management. A disgrace and sad to have experienced, and will avoid them.",London Heathrow,DXB,
1950,False,January,1.0,2017.0,2017-01-01,United Kingdom,Solo Leisure,JFK to LHR,2.0,3,no,"Well, I've checked in online hoping that it would actually speed things up when at the airport. Silly me. The queue was ridiculous for bag drop and I had to spend over 2 hours waiting to drop my bag! The queue for assisted check in was far quicker – I think that things got inverted now. Maybe quicker to check in at the airport? So I was hoping to have had time to eat before the flight. British Airways were completely under staffed and disorganised. There were no signs of people trying to indicate where we should go considering the massive queues. Total fail. I felt I was flying with a low cost airline. I kept checking the flight details for any planned delays - it was obvious that it was going to be massively delayed because of snow, etc, but the monitor and alerts were indicating departure at 10.22 instead of the planned departure at 10.00. Well, that was the case until 5 minutes before 10.22! Finally we got 'updated'. I doubt that this was only known at that time. Why wasn't there an update before? Anyway, new departure time scheduled for 11.59. We only started boarding at 11.00. Then, inside the cabin, we waited for another hour until taking off. At no point did BA offer vouchers. We only ate inside the cabin after 2am. The flight was terrible but that's another story. I see no point at flying with BA (for a few years now). Staff are old and 'entitled'. When you are not lucky enough to fly in a modern aircraft, you are presented with filthy dirty seats. Food getting worse and worse, and in board entertaining – almost non-existent. A few years ago you could actually (slowly) save miles, nowadays, you get almost nothing. BA used to be good not just an ordinary lazy airline living from its glories.",JFK,London Heathrow,
