,verified,month_year_fly,country,aircraft,type,food,money_value,recommended,review
1756,False,2017-04-01,United Kingdom,Boeing 777-200,Couple Leisure,2.0,2,no,"London Heathrow to Newark. We had heard a lot about the BA First Class ""wing"" at LHR and after checking in we made our way through it - directly from the check in area. The security and screening area is prompt and you find yourself in the First of the BA 1st Class lounges. If you did not know about the more exclusive ""Concorde"" lounge you would probably plonk yourself down here - as the check in staff did not mention the better lounge. The first one was rammed - end to end and we negotiated our way around the bags and carry on luggage strewn all over the place. The Concorde lounge was half empty and we had breakfast in the dining area. It was okay. The lounge is long, long overdue for a refurbishment. The Boeing 777 was parked at the B terminal and we were shown to our seats by a friendly FA. Champagne was served and for once it was chilled. The cabin looked a little tired and I suspect the plane was one of the first to have New First. We had the new Liberty branded wash bags which was light years ahead of the tacky bags we had last December. No amuse bouche - and no flowers in the WCs. There were nine passengers in First - and with an average spend £3,000 - one way, the total revenue would have been circa £36,000. Well done BA, you saved £10 for two bunch of flowers in the loos and 9 x £5 for the amuse bouche - grand saving of the operating costs a massive £55. Lunch was chosen from the cheap tacky menus (Pizza Express is better quality) - and my eyes popped as I read the lead appetizer, and I quote: ""Loch Fyne Kinglas smoked salmon with Oscietra caviar, Burford egg, shallots, creme fraiche and chive cress."" Oh my goodness - Caviar. My excitement was short lived. I had caviar alright - but just five eggs. (Yes folks 5 eggs, not 5 grams) You had to laugh. The soup was horrible. The salad never arrived. The main cod fillet and cod cheeks was very good in indeed. Wine ok. FAs all fine. We landed ahead of schedule - and whoever landed the plane was a zen master pilot. I did not feel the plane touch the tarmac."
1774,False,2017-03-01,United Kingdom,A319,Family Leisure,1.0,1,no,"Flew Nice to Gatwick. £3.00 for a sandwich in Club Class. We travel in business class, whether long haul or in Europe, for a better experience. This is even more important now, since the quality of service in economy has nosedived under the 'stewardship' of Señor Cruz. It started badly when we discovered (once more) that the flight was not at the terminal, but in a remote location that required much waiting on a bus, just like a charter flight. I asked a staff member why this was so, to be told that the terminal was too small to cope, but I noticed low cost carrier Norwegian was parked on a jetty. We had booked seats in the second row as we wanted a choice of hot meal - those at the rear of Club often have no option due to catering limitations. Passengers were offered a choice of a curry, I think (yum) or salmon (yuck). By the time the nice crew got to us only salmon was left. This is high in potassium, a fish I must avoid. I asked why the other dish had run out by the second row? ""Only two were loaded"", was the reply. ""What; two only, for the whole of Club?"". ""Yes"". I asked what else was on board, only to be told that I would have to pay £3 for an M & S sandwich from economy. Before some help from our Avios, the tickets cost £500.00. It was beyond belief that an Executive card holder should be treated this way. The (very nice) cabin crew were excruciatingly embarrassed. BA should wake up before once loyal passengers swallow hard (pun) and migrate to other carriers. I'd rather fly easyJet and spend the £300 change on a nice meal."
1783,False,2017-04-01,United Kingdom,A320,Business,1.0,3,no,"London to Istanbul. I am ever increasingly disappointed with British Airways, the constant penny pinching is having a material affect not only on the hard product but the staff who seem dispirited. The seats, lounge food, aircraft cleanliness, on board food and beverages all are sub par compared to rival airlines. My most recent flight back I took an aisle seat for a change. The flight was quite full and there are a constant stream of people from the economy cabin coming through the business class cabin to use the toilets. This is really quite irritating especially during meal service. No attempt was made by the crew to stop this or even close the curtain splitting the cabins even after complaints. I find the aircraft consistently dirty and on this flight someone had left chewing gum on the seat as well. I think BA don't care, on the flight from Istanbul, electronic devices are banned, other airlines allow them up to boarding and then arrange for them to be taken off you. British Airways has not even bothered to offer entertainment, or even extra magazines on the flight. They really don't appear to give any care for their passengers even those flying business class."
1795,False,2017-04-01,United Kingdom,Boeing 777,Couple Leisure,1.0,2,no,"Flew London Gatwick to San Jose Costa Rica. We have flown business on numerous occasions and have noticed the decline in British Airways. The service on this flight was appalling. Travelling as a couple we were sat in the centre seats which the cabin staff appeared to ignore when offering any of the cabin services i.e. drinks, towels etc.. the normal routine stuff. On too many occasions we had to request attention. Chosen meals were not available on both outward and return flights and we were sat in row 2 at the front of the service. Collection of waste items had to be requested. The galley kitchen was not restocked and by the end of the flight looked like a bomb site, no glasses or cups were available for even a glass of water. Cabin staff were noticeable by their absence during most of the flight. Hot towels will soon be the size of a postage stamp. Toilet bags are cheap. BA have totally lost the plot. They are no longer a premium service and Willie Walsh and Co. need to take a flight on Emirates, Qatar etc. to realise their failings. Business seating configuration is ridiculous. Passengers in the centre seats have to hurdle their way to the isle over the isle passengers legs. As part of the same trip we made domestic flights to connect. Again service is in reverse but the costs aren't. If BA wants to become a budget airline then they need to offer budget fares. I don't think they have a clue what they are doing. In future we will avoid them unless absolutely necessary. The only positive of the trip was the lounge at Gatwick. The lounge at San Jose is a joke."
1802,False,2016-11-01,United Kingdom,,Couple Leisure,1.0,1,no,"London Heathrow to Singapore. Business class flight from Heathrow to Singapore. Flight took off over 2 hours late with no real explanation why, and we were not kept informed. It seems BA is these days later in taking off. During the flight I felt like many of the staff serving were not friendly as one would expect in any flight let alone in business class, and my calls to request additional water or other quite basic service elements were not responded to with any friendliness or a service mindset. The main meal we were served was absolutely awful. It was supposed to be an Asian meal of a curry with prawns, but was just like gunge, and was not edible. I really don't know how they could have deemed this meal acceptable. Also the breakfast was far too late and seemed to be a big rush to try and complete the service before the plane landed - which seemed totally unnecessary. As I was hungry between courses I went to the galley to get snacks but the selection was poor, and the staff seemed to react badly to this for some reason. I have noticed a big difference of the snacks on offer in the past few years. I have been a BA silver member for many years but now see no reason to renew. I always try and fly Qatar where possible when going to Asia now, as the service is better and often the price too. There is nothing redeeming about BA."
1806,False,2017-01-01,Germany,Boeing 747,Business,1.0,1,no,"I am just sad to have to write this review. I changed from Lufthansa to British Airways more then 10 years ago, because it beening a premium airline that was superior in any way. Mostly flying between Berlin, the US and in recent years very frequently Cape Town. BA had more modern planes, innovative products like a great (rather new) First Class, lie-flat seats in Business Class, a new premium economy and a very good economy with good seats and legroom. Flying from Cape Town to Berlin in January to keep my Silver Status made me realise, that none of my initial reasons to choose BA still exists, with the exception of the great cabin staff, that I feel really sorry for. The owners hired Álex Cruz last year, a very experienced low-cost airline executive and he is doing the best he can: Turning BA into a low-cost carrier. Unfortunately. The result is a pity. No more service on short haul flights, reduced service, only paid snacks on long-haul, worn 747's to Cape Town and the grimm outlook to be traveling in cramped in 777's with and extra seat squeezed in from next year onwards. British Airways as a premium airline is lost. Realistically for year to come. Even with my status renewed, I don't think I will fly them again if I don't have to. Meanwhile I understand, that companies sometimes unterstand and correct their mistakes. I do hope BA will do so in the hopefully not to distant future - and keep their great staff on ground and on board."
1821,False,2017-03-01,Germany,,Business,1.0,2,no,"Frankfurt to Hong Kong via London. This will definitely be my last time with British Airways, I have already changed my return ticket to Cathay Pacific. The business class experience with BA has suffered so much cost cutting they are well below every major competitor. Short flight to Heathrow and the afternoon snack was pitiful - probably worth about $3 at most. Seat legroom is awful, and not far off the 29 inch size that Economy is being cut to. Staff onboard were friendly, and that is all. Lounge at T5 was again very poor - crowded, food choice and standards like a cheap motorway café, dirty and nobody seemed to be cleaning. The toilet was disgusting. Evening departure to HKG and went back into the terminal to find something proper to eat. Onboard the BA club world product is lousy - cheap, low quality amenities, a very poor meal choice and standard, washrooms unstocked and quite dirty, the cabin worn and scruffy. As an expat living in Germany, I have remained loyal to BA until now, but this is the last time I will waste our company money using them. It is quite clear that BA are abusing their monopoly situation at Heathrow, cutting their own costs to boost shareholder returns without giving one thought to the longer term reputation (and profitability) of the airline. If you are undecided about choosing BA over another airline, quite simply do not consider BA - you will be very disappointed and feel cheated."
1824,False,2017-03-01,Canada,Boeing 777,Couple Leisure,2.0,1,no,"Toronto to Berlin via London on miles in a mix of classes. First class check in at Toronto was good with friendly staff. A fast priority security lane had me in the first lounge in 15 mins. Unfortunately first lounge was full (of gold card members) and so had to sit in the Biz lounge. Good menu to eat on the ground and decent selection of wine and beers. Fast boarding once it started and greeted at the door and taken to 2A. Excellent rose champagne served by friendly and professional crew. A weird but tasty starter of a cured / dried salmon followed by steak which was well cooked. Good cheeses and all courses selected were available. After some decent sleep, a fast breakfast served as late as possible ended a decent flight. T5 North lounge was packed with a 20 min wait for a shower which are now looking tatty and dirty. Decent breakfast selection of hot rolls, fruit, cereals etc. Quick board for the flight to Berlin. Ridiculous leg room -at 30 inches max. Very cramped. Don't like the table in the middle and several couples asked for them to be removed. An ok snack of cold meats though stingy portions. On time arrival and fast bags finished off a good and cramped outward leg. Returning to London in economy was possibly the worst short haul flight ever (including low cost airlines). A full A321 was cramped, insufficient bins (with one out of service) and the now infamous terrible leg room.(I understand this is to get even worse when BA moves to 180 pax on an A320 in line with charter and low cost carriers. Slow food and drink service with little take up. Some couldn't buy as no cash accepted. Not even juice, water and coffee offered for free. This penny pinching denying you even a glass of water makes the US and Canadian carriers look high class. The only saving grace were great crew who were embarrassed by the product they had to deliver. The whole plane looked fed up, subdued and just waiting for the hell to finish. Final leg to Toronto on a 777 included a bus mystery tour to a remote stand. Nice crew who were efficient and offered decent service. Poor lunch of roast chicken, weird mash and overcooked greens. Not Biz class food and pretty average. (more like economy food). Afternoon tea was fine, with a fast deplaning and bags. On the long haul legs, the IFE was identical to Christmas, poor choice, little new material - clearly even the IFE is now down graded. The biz class product - once cutting edge is in urgent need of a revamp if only to get rid of the 8 across and lack of privacy. How the mighty have fallen! Experiencing four classes on four legs, showed the gulf in all classes between BA and competitors on both short and long haul. The short haul legs to / from Berlin are worse than budget airlines where at least you know what you're getting and it's reflected in the fare and extras. With less leg room, fewer toilets, reduced quality and/or no refreshments, and a general downgrading of service, the only thing not reduced is the price. This suggests that the BA Exec and IAG only care about the bottom line and not the customer or reputation of a once world class airline. The only thing left to strip customers of is the Exec Club and Avios. It's only a matter of time before this final nail in the BA coffin hits the customer at which point - I'm off! Hello Star Alliance!"
1843,False,2017-02-01,Netherlands,Boeing 777,Business,2.0,1,no,"Amsterdam to Gatwick was the usual short haul commuter flight, no difference in seating apart from the empty seat in the middle of three seats, no apparent additional leg room compared to economy class. Onward flight to St Lucia, paid for advanced seating allocation as did not want to travel facing the back of the aircraft. Tired, worn interior and the food reflected this too. Outbound crew were helpful and energetic, keen to assist where possible and were prompt to attend when the call button was used. Inbound flight was the same tired interior, unappealing menu and indifferent service. The only redeeming event was that my reading glasses and pen, left on board on the outbound flight were returned to me 5 days later when I travelled home. 10/10 to British Airways staff in St Lucia for managing this so well. I hope that BA will be renewing its fleet soon, it will not be my first choice of carrier for long haul travel until some investment has been made."
1851,False,2017-03-01,United Kingdom,Boeing 747-400,Solo Leisure,2.0,2,no,"London to Vancouver return. British Airways is no longer good value for money. The cost of Premium Economy compared with the quality of service, food, and the general age of the plane make this a fairly pointless exercise. The plane in both directions was old and shabby, staff are fine, but don't really go out of their way to make it a pleasant experience. Particular bugbears were the inability to choose a seat when checking in online as soon as it opened (of course, you have the opportunity to pay an extra £40-£55 each way to choose a seat beforehand). The food quality seems to have declined in the past few years and on a 9pm return flight it took a good few hours to serve the Premium Economy cabin. The tv screens are dirty and small (the system had to be reset on the flight out, took quite a while). For almost double the price of Economy, I don't think it makes sense to fly World Traveller Plus on this route."
1863,False,2017-02-01,United States,,Business,1.0,2,no,"Mumbai to Seattle via London Heathrow. I don't know why I chose to fly BA - a sense of nostalgia I think. Going to India this time, I decided to go east, via LHR and BA seemed a good idea. I will not do so again. I specifically booked all the flights through BA so as to avoid any issues with transitions between carriers e.g. having to pick up baggage en route. THe non BA flights were arranged (I discovered subsequently) with non-partnered airlines, with no instructions or PNR's - trying to find out what the PNR was in order to get a boarding pass was an adventure as BA checkin staff kept referring me to the next leg of the flight. ""We can't give you a boarding pass - its not a BA partnered airline"" - ""But BA did all the booking!"". Blank look and total non-helpfulness. ""Try in Heathrow"". I eventually phoned and got the PNR and checked myself in with a boarding pass. Similarly on the way back, there was no instruction to the point that BA wanted me to confirm my bags in Mumbai before getting on the LHR flight. When I got to the gate, the BA staff pulled me to the side and castigated me for not confirming my bags. The fact that no-one told me to do so seemed to be lost on them. Essentially despite BA being the travel agent here, it seems to be all the customers responsibility to know what to do. The flights out were not too bad - fairly empty business class, and staff were accordingly attentive, aside from the fact that they never had my first meal choice. On the way back - forget it. Firstly - no overhead luggage space because it was filled with BA stuff - it wasn't the 'for airline use only' at the front - it was row 11! When I asked them to shift that, I was met with resentful suggestions that I could find space elsewhere on the plane. I was pretty firm but polite on the point that having paid for business class, I did not expect to have to go searching for space because they had gear above my seat - and that I wanted them to shift their gear and provide me convenient overhead baggage space. Done with bad grace. They then essentially ignored me for the rest of the flight - an overnight request for a cup of tea (I skipped dinner to sleep) took 20 mins. The breakfast was truly awful - one of the worst airline meals I have ever had. The seats are tight - I endorse all the concerns of the 2-4-2 configuration. I'm 6 ft 5, but keep myself fit and I'm not fat. I have flown around the world in multiple business seats and the BA version is honestly the worst and most uncomfortable. Yes, its flat - but its short, and tight, and lumpy! Lufthansa, Ethihad, Emirates, Singapore, EVA, Thai, Cathay Pacific - all do much better than this - even Delta and American Airlines internationals are much better. Generally, the BA experience is unhelpful, uncomfortable and shabby. I'm embarrassed to have my birth nation offer such mediocre services. Its not because they are so much cheaper than others. Finally, I'm now sitting in one of the BA lounges at terminal 5, and noting that the provision of breakfast is geared towards buns, porridge, and muesli. What happened to the cooked breakfasts they offered four years ago? (the last time I flew BA). Overall - it's sad."
1877,False,2017-02-01,Canada,Boeing 787-8 / 787-9,Solo Leisure,2.0,3,no,"Toronto to London in premium economy. Easy check in and fast track security meant I was in the lounge within 15 mins. Unfortunately, they were clearing up and restocking from the earlier flight. Poor choice of stale sandwiches and soup on it's last legs. I let the front desk know, and the staff made me a fresh sandwich. Also, beers had changed with 5 lagers and Newcastle Brown. The Manager fetched some IPA from the first lounge - some really good customer service which is typical in this lounge. The most disorganised boarding ever with few PAs. Onboard, juice or water offered. I asked for sparking wine but it's only done on flights from London - (crew explained it can't be chilled at outstations - (poor excuse given they do it for Club and First). Fast service after take off with an ok entree. Poor salad, and a nasty dry piece of cake. IFE was the same as my trip over Christmas so it seems the IFE is updated less often. Tea, coffee and juice offered before landing. But no muffin or even a biscuit - really poor. Prompt disembarking and bags beat me to the baggage belt. Return a week later was a better flight. Easy check in again and no fast track queue. North Lounge was an average experience, ok choice of sandwiches but not particularly clean and in need of a refresh. Bused to aircraft, a Boeing 787-9, with premium economy only half full. A half glass of prosecco was offered and a requested top up was forgotten. Fast bar service by excellent cabin crew who offered good customer service. An ok meal with a rancid coleslaw, ok steak and a tiny pot of desert. Generous with the drinks. Unfortunately, the dropping of afternoon tea at the back is inexplicable and really poor judgement by BA. I was offered T&Cs plus a breakfast bar or malt loaf finger. The crew were genuinely embarrassed (a couple of sandwiches I liberated from the club lounge made up for it). Fast off the plane, and despite slow immigration, the bags beat me again. Overall the flight was ok but certainly not up to the standard of premium economy on competitors. The meal is nowhere near Club standard and its the cutting of the small things - nibbles, breakfast and afternoon tea which irk me the most. Be competitive but don't take it out on me! I wouldn't mind but the prices don't go down with the reduction of service. Despite what the CEO maintains - it is not in response to customer feedback. BA need to listen to what we're saying and take a long hard look at their conscious decision to downgrade service and become as bad as the budget airlines. Eventually the hardiest of us loyal BA customers will give up and move airline / alliance and that would be a shame."
1914,False,2017-01-01,United Kingdom,Boeing 777,Solo Leisure,2.0,2,no,"Heathrow to Hong Kong in Business Class on 3rd January as part of a holiday to New Zealand, also involving flights with Cathay Pacific and Malaysia Airlines. The flight to Hong Kong with British Airways showed up all that is bad about British Airways now and how far it has fallen behind other airlines. The continual penny pinching and poor staff attitude was evident throughout the flight. Check-in at Terminal 5 was chaotic, there having been a ""computer glitch"" which greatly slowed the check-in and bag drop processes. There were too few BA staff on hand to assist and those that were in evidence were being continually harassed. Business check-in was better but still very busy. BA needs to speed up bag drop urgently. Other airports allow you to print your own baggage labels and take your baggage straight to be loaded onto the conveyor belt where a member of staff checks the weight to make sure it is not too heavy, not perfect for all passengers but would considerably speed up the process for the vast majority of passengers who can check in easily. The lounge was a disappointment with tired dirty furniture, used dishes not being cleared, too few seats for the number of passengers and very poor food availability. Not a great place to rest before an 11 hour journey and I would concur with other comments about the deteriorating standards. Compare this to the other ""home"" lounges of other carriers such as those at Hong Kong and Kuala Lumpur. Took a shower whilst waiting and that was OK. The flight was not good at all. Cabin crew showed general lack of interest throughout the flight and seemed interested in just getting the meals served and then disappearing from view for the rest of the flight until it was time for the meal service prior to landing. Gone are all the small (and not so small) touches that made flying with BA a pleasure, such as hanging up coats, hot towels, a second round of drinks, a nice meal at a leisurely pace and an overall feeling of being well looked after. A comment about the seats, how can BA justify 8 across in Business Class? When the ying/yang seats were first introduced they were a revolution, but a lot of other airlines now only have 6 across with a lot more space and comfort and in most cases you don't have to climb over another person to get out whilst they are sleeping. I had a window seat and I felt very hemmed in. There was no storage space for the things you need during a flight, glasses, tablet computer, water bottle etc. All were kept on the floor or crammed down the side of the seat. Sadly BA is no longer my airline of choice. I spent many years doing international business travel and when you saw the Union Flag on the tailfin at some distant airport you knew you were already nearly home. I saved a considerable number of Avios points for my retirement which I am now using up, but on other airlines within the One World Alliance where possible and who offer a far better product and actually look after their passengers and make them feel wanted. Sorry BA but you've lost my loyalty. Club World is now very poor (and also Club Europe now) and you've lost the plot to the bean counters. Never thought I'd say this but I've joined the ABBA club, anybody but BA."
1919,False,2017-01-01,United Kingdom,A320,Solo Leisure,1.0,1,no,"Gatwick to Barcelona return, and just dreadful pretty much sums up this British Airways business class experience. Since BA moved to Gatwick south terminal, their new lounge is still not ready. They're currently using the clubrooms and the old Virgin Atlantic lounge, now called the speedbird lounge. Gold card holders and passengers travelling in business or first class use the clubrooms. What a sorry state this lounge was. Full, with limited seating, a forty minute wait for food, no available snacks and empty drinks cabinets. I left as hungry and thirsty as I arrived. No to worry though, British Airways will feed me onboard. Once onboard, for a two hour flight, I was served afternoon tea which consisted of three finger sandwiches, a scone and a really small slice of cake. This meal was completely insufficient. There was one drinks round offered and one top up offered. Given that BA use the smallest glasses possible, coupled with its love of miniature cans of lemonade, you will be thirsty. I found trading up to business class to be completely not worth the extra spend. After being disappointed by the outbound catering my disappointment was set to continue with the exact same afternoon tea meal served on my inbound flight. Staff were indifferent and spent most of their time chatting in galley."
1929,False,2017-01-01,United Kingdom,,,2.0,2,no,"London Heathrow to Chicago in First with British Airways. It was better than my last trip in Club World, but having recently come off the back of an extended trip around Asia (not with BA), one quickly realises how sub-par most of the BA experience has become. Airport service at Heathrow distinctly average and economy style. Onboard, some staff friendly, some surly and frankly lazy. Loos were not checked or cleaned throughout the flight. While I don't fly to dine, this was more like pub grub compared to top first class airlines, and cost saving is clearly evident. IFE was okay. Trouble is there is no proper competition on this route, as US carriers can't be classified in the first class league."
1937,False,2017-01-01,United Kingdom,Boeing 777,Couple Leisure,2.0,1,no,"Flew from Gatwick to Tampa Business class on 7th January. The experience can only be described as appalling. The business class lounge facilities were not available due to move to south terminal. We had to use the general lounge that any passenger prepared to pay £37.50 could use. This meant it was overcrowded and dirty (through no fault of the regular staff. They just could not keep up with the number of passengers). We could not get a seat anywhere and when we advised BA staff of this we were told to come back later and see if there were any seats free. The BA ground staff were completely overwhelmed by the number of business class passengers complaining and appeared at their wits end. The flight was mediocre to say the least. The food was average and the service satisfactory. Having paid £2000 for a ticket it is not unreasonable to expect a good service. We formally complained to British Airways via their customer services department and the response came back as they were moving to the south terminal and we needed to be understanding as things would get better in the future! We were not even offered a refund on the tea we bought in the main area of the terminal as we could not get into the lounge they had provided. This is not good customer service and we will not in future travel with British Airways, we will be travelling Virgin even if it means we have to get several connecting flights to our destination."
1940,False,2016-12-01,United Kingdom,,Couple Leisure,2.0,1,no,"Never again! Booked a round trip from to London from Paris return with British Airways in business as had a separate ticket from Paris to Johannesburg (with AF in business class) and Cape Town to Paris (with Qatar in business class). On the outbound flight no issues apart from the appalling lounge in London T5. Checked in for my return flight online and to my surprise they charge for booking your seat before check in opening which I found strange being a business class passenger. The reason I chose the BA flight was that it was from the same airport (CDG) as where my flight from Cape Town via Doha arrived and after a long haul flight the last thing I wanted was to have any hassle with the connection to London. The plan was to get refreshed in the lounge, rest for few hours and get on the flight. Unfortunately, my plans were trashed when I arrived at the check in and was told that my flight had been cancelled and that I had been rebooked from Orly (which is an hour away). It didn't stop there, no transfer was provided and when asked how do I get there, the unfriendly reply was ""well, get a bus"". No indication of where. The woman simply turned away from me and started talking to a colleague. Tried to get some more information to which the reply was ""go online"". She gave me a paper which I thought would be a map to the bus but it turned out to be a sheet of guidelines on how to get compensation. Thought ok, at least something. The next shock, when I arrived in Orly. The check in lady told me that instead of business they had put me in economy! As I was very tired and just wanted to get home, agreed but asked if could still use the lounge. Oh no, not possible! At this point I was absolutely appalled and asked to speak to the manager. Was told that it was not possible and that I could go online and complain. Gave up and went through security to find out that the flight was delayed again. Spoke to the same lady who tried to ignore me and kept repeating ""go online, I don't care about BA"". When back home complained to customer services and got a reply that no compensation was due as they had ran out of staff to operate that flight. Complained again as had the paper from the CDG ground crew about compensation. Generic reply after 5 minutes was, no compensation. Needless to say, I will never fly with BA again which is a shame as do like other oneworld partners who I frequently fly with in business class and am a FF (luckily not of BA)."
1941,False,2017-01-01,France,Boeing 777,Couple Leisure,1.0,1,no,"Not fair for the fare. Flew Bangkok to Paris via London with British Airways. Not allowed to choose our seats. The cabin was not clean (lot of dust). 8 seats per row in Business, no privacy, 50% of the seats don't have direct access to the aisle. Bad meals in small portions. Not enough toilets. Tiny PTV screen and poor movie selection. Crew was very friendly and helpful. We had to face the bad mood of the ground staff in London who were very aggressive and refused to let us take our hand luggage on the London to Paris flight. We explained that we were in Business class and that we flew with the same cases at the beginning of our vacation, they didn't care and refused us to bring it on board. After 30 minutes I showed that they were of a size allowed by BA. They recognized their mistake and let us take it. 30 minutes of stress because they didn't do their job properly. Won't fly BA again, except for the cabin crew everything was bad and looking like budget airline."
1945,False,2016-11-01,United Kingdom,Boeing 787-9,Solo Leisure,1.0,1,no,"In September 2016, I flew with British Airways in First from London to Kuala Lumpur on flight BA0033. Initial impressions were positive. The check-in was efficient with polite and friendly staff. The Concorde Room was a nice place to be. My First suite (2A) offered a good amount of comfort, space and privacy. Fast forward 12+ hours. Would I fly in British Airways First again? No. Would I fly with British Airways again? No. This is why: On the flight there were two members of cabin crew in the First cabin, with 8 passengers. The 1st cabin crew member was polite and professional. The 2nd cabin crew member was extremely unprofessional. The supplied headphone set was faulty and did not work. I had to ask twice for a replacement set. It took over 40 minutes to receive this. Once airborne, I ordered a cappuccino. I had to ask three times for this and wait over 50 minutes for it to arrive. There were multiple issues with my dinner: - I was the second person to order my dinner; yet the last person to be served. It took over 2 hours to get my dinner. Someone who had ordered after me, got my dinner option (I was told some 30 minutes after placing my order that only one option was available). It would appear that this passenger had a higher Executive Club membership and therefore was given my choice of main course. I was only given the option of a Club World main course (which was delayed further as I was initially given the wrong order). This delay in service had a detriment to my own sleeping plans and I was extremely disappointed at the service from the 2nd cabin crew member. There were issues with my breakfast: Despite being the first passenger to wake up and order my breakfast, another passenger was served first and given my breakfast. I ordered a Cappuccino; the 2nd cabin crew member ignored this order. When I enquired again (some 40 minutes after I had placed my order) I was told that the seat belt sign was now on and therefore I could not have this. I was extremely disappointed as at the material time I placed my order (and for some time after this) there had been no seat belt sign displayed. The First cabin toilet was not cleaned properly throughout the flight. Formal Complaint Within 24 hours of landing in KUL, I wrote a formal letter of complaint outlining the aforementioned issues and emailed this to the CEO of British Airways, Alex Cruz. The ‘You First’ department at British Airways confirmed receipt of my email. Subsequently, I received a very generic response from British Airways Customer Relations. No attempt was made to address (or even explore) the issues that gave rise to my complaint. This was disappointing. I was simply offered 10,000 Avios points. I responded by return, rejecting this offer and again asked for an explanation to why I had received such poor service during my flight and why no attempt had been made by British Airways to address the issues that I had outlined in my formal complaint. The response from British Airways Customer Relations was again disappointing and did not offer any explanation other than the matter would be dealt with internally and that the gesture of 10,000 Avios points was because British Airways “have to be consistent so we’re fair to all our customers”. I found this statement somewhat ironic."
1986,False,2016-12-01,United Kingdom,Boeing 787,Couple Leisure,2.0,3,no,"This was a much better flight than our outward LHR-BKK with British Airways. The staff were on the ball, worked hard and always around. A nice plane, good IFE with wide modern screen. Seats were fine although storage lacking compared to A380. Food still a letdown . Chicken served in kebabs but far too sweet and soggy. White wine good red poor. Breakfast scrambled eggs and steak! Spoilt by having a greasy liquid in the bottom of tray rendering pretty well inedible. I got a decent sleep."
1988,False,2016-12-01,Canada,,Solo Leisure,2.0,1,no,"Dubai to Toronto via London, and I tried to check-in online. However, this was blocked and upon enquiry to BA’s unhelpful Customer Contact centre, I was told it was a “random” security hold by airport authorities. When I questioned that the supervisor changed the story to one of needing ETA for travel to Canada. When I informed her that could not be the case as I was a dual UK-Canadian citizen, she changed the story to one of it being ascribed to the company but that it could not be changed because of the website. Only after repeated complaints did she bother to take my Canadian passport details and lift the block previously described as out of BA’s control. The second joy I had with lovely BA and staff was at Heathrow during transit. As I had a 6-hour layover I elected not to go to transit and to meet my parents instead at T5 arrivals. Upon entering departures, I was stopped by one of BA senior managers who forced me to check in my carry-on luggage (despite it being cleared by BA in Dubai) but was more than happy to let some other passengers with same sized carry on through. Perhaps she is the model random manager BA aspires to for future leadership. In any case, this “manager” was so eager to check by carry on in, that she left a whole bunch of company documentation with me at the check-in agents location. Such is the competency and class of this “manager” but then again one can expect no less from BA either. Finally, at Toronto, the checked in carry on came half-hour after the already delayed regular checked-in luggage – adding salt to wound. I flew to London from Dubai several times last year on Emirates, and on KLM/Delta/Air France to Toronto at multiple other times and never had any issues with security or carry-on from any of them. Finally, I called the UK ""Customer Relations"" center from Toronto, but I gave up about being put on hold for almost 7 minutes. They are incompetent and unhelpful in that field too. I wish I could give this rotten airline 0/10, but the minimum is 1/10 and I am happy with that."
1998,False,2016-11-01,United Kingdom,,Couple Leisure,2.0,2,no,"Flew London Heathrow to Bangkok with British Airways in premium economy, in an old tired plane. The tray table didn't work in fact broken, and the screen was dirty, the colour was going. White wine was warm, starter was a strange red cabbage in mayonnaise, dreadful. Main was a good piece of beef with unpleasant veg, then what appeared to be a piece of cake. The staff then disappeared. The trays weren't then cleared for an hour. When I went to the back for another drink all the staff were there having a coffee, besieged by people wanting things. They had lost a grip of the service. In economy people were working round the uncleared food trays. The breakfast was English, better than dinner, but no bread just awful Danish pastry. Poor, thinking of what premium economy costs."
2001,False,2016-11-01,United States,Boeing 747,Business,2.0,3,no,"Dallas Ft Worth to Mumbai via London Heathrow after a reroute due to Lufthansa strike. Overall British Airways business class product is not up to par with competitors and feels like a premium economy experience. Ground staff at DFW were OK though there was no agent in the lounge till about 3 hours before departure. On board the seat if flat, but very narrow. Food was awful and felt like an economy class meal served on china; no flair and was unimaginative at best. Crew on both flights were fairly mediocre - just went through the motions but didn't seem particularly interested in passenger service at all.The second meal on LHR-BOM was the worst meal I have had on an airplane - literally a deep fried potato and thats it. Lounge at LHR was unimpressive and overly crowded with minimal food selection- sad display for their main hub. Overall I would not fly on BA by choice given their mediocre product. The still have 8 seat across in business compared with 4 on AF, AA and UA."
