,verified,month_year_fly,country,aircraft,type,seat_comfort,aircraft_1,aircraft_2,money_value,recommended,review
1927,False,01-2017,United Kingdom,A320,Solo Leisure,1.0,A320,,1,False,"Gatwick to Barcelona return, and just dreadful pretty much sums up this British Airways business class experience. Since BA moved to Gatwick south terminal, their new lounge is still not ready. They're currently using the clubrooms and the old Virgin Atlantic lounge, now called the speedbird lounge. Gold card holders and passengers travelling in business or first class use the clubrooms. What a sorry state this lounge was. Full, with limited seating, a forty minute wait for food, no available snacks and empty drinks cabinets. I left as hungry and thirsty as I arrived. No to worry though, British Airways will feed me onboard. Once onboard, for a two hour flight, I was served afternoon tea which consisted of three finger sandwiches, a scone and a really small slice of cake. This meal was completely insufficient. There was one drinks round offered and one top up offered. Given that BA use the smallest glasses possible, coupled with its love of miniature cans of lemonade, you will be thirsty. I found trading up to business class to be completely not worth the extra spend. After being disappointed by the outbound catering my disappointment was set to continue with the exact same afternoon tea meal served on my inbound flight. Staff were indifferent and spent most of their time chatting in galley."
1940,False,01-2017,United Kingdom,,,2.0,,,2,False,"London Heathrow to Chicago in First with British Airways. It was better than my last trip in Club World, but having recently come off the back of an extended trip around Asia (not with BA), one quickly realises how sub-par most of the BA experience has become. Airport service at Heathrow distinctly average and economy style. Onboard, some staff friendly, some surly and frankly lazy. Loos were not checked or cleaned throughout the flight. While I don't fly to dine, this was more like pub grub compared to top first class airlines, and cost saving is clearly evident. IFE was okay. Trouble is there is no proper competition on this route, as US carriers can't be classified in the first class league."
1949,False,01-2017,France,Boeing 777,Couple Leisure,2.0,B777,,1,False,"Not fair for the fare. Flew Bangkok to Paris via London with British Airways. Not allowed to choose our seats. The cabin was not clean (lot of dust). 8 seats per row in Business, no privacy, 50% of the seats don't have direct access to the aisle. Bad meals in small portions. Not enough toilets. Tiny PTV screen and poor movie selection. Crew was very friendly and helpful. We had to face the bad mood of the ground staff in London who were very aggressive and refused to let us take our hand luggage on the London to Paris flight. We explained that we were in Business class and that we flew with the same cases at the beginning of our vacation, they didn't care and refused us to bring it on board. After 30 minutes I showed that they were of a size allowed by BA. They recognized their mistake and let us take it. 30 minutes of stress because they didn't do their job properly. Won't fly BA again, except for the cabin crew everything was bad and looking like budget airline."
1950,False,12-2016,United Kingdom,,Couple Leisure,2.0,,,1,False,"Never again! Booked a round trip from to London from Paris return with British Airways in business as had a separate ticket from Paris to Johannesburg (with AF in business class) and Cape Town to Paris (with Qatar in business class). On the outbound flight no issues apart from the appalling lounge in London T5. Checked in for my return flight online and to my surprise they charge for booking your seat before check in opening which I found strange being a business class passenger. The reason I chose the BA flight was that it was from the same airport (CDG) as where my flight from Cape Town via Doha arrived and after a long haul flight the last thing I wanted was to have any hassle with the connection to London. The plan was to get refreshed in the lounge, rest for few hours and get on the flight. Unfortunately, my plans were trashed when I arrived at the check in and was told that my flight had been cancelled and that I had been rebooked from Orly (which is an hour away). It didn't stop there, no transfer was provided and when asked how do I get there, the unfriendly reply was ""well, get a bus"". No indication of where. The woman simply turned away from me and started talking to a colleague. Tried to get some more information to which the reply was ""go online"". She gave me a paper which I thought would be a map to the bus but it turned out to be a sheet of guidelines on how to get compensation. Thought ok, at least something. The next shock, when I arrived in Orly. The check in lady told me that instead of business they had put me in economy! As I was very tired and just wanted to get home, agreed but asked if could still use the lounge. Oh no, not possible! At this point I was absolutely appalled and asked to speak to the manager. Was told that it was not possible and that I could go online and complain. Gave up and went through security to find out that the flight was delayed again. Spoke to the same lady who tried to ignore me and kept repeating ""go online, I don't care about BA"". When back home complained to customer services and got a reply that no compensation was due as they had ran out of staff to operate that flight. Complained again as had the paper from the CDG ground crew about compensation. Generic reply after 5 minutes was, no compensation. Needless to say, I will never fly with BA again which is a shame as do like other oneworld partners who I frequently fly with in business class and am a FF (luckily not of BA)."
1996,False,12-2016,Canada,,Solo Leisure,2.0,,,1,False,"Dubai to Toronto via London, and I tried to check-in online. However, this was blocked and upon enquiry to BA’s unhelpful Customer Contact centre, I was told it was a “random” security hold by airport authorities. When I questioned that the supervisor changed the story to one of needing ETA for travel to Canada. When I informed her that could not be the case as I was a dual UK-Canadian citizen, she changed the story to one of it being ascribed to the company but that it could not be changed because of the website. Only after repeated complaints did she bother to take my Canadian passport details and lift the block previously described as out of BA’s control. The second joy I had with lovely BA and staff was at Heathrow during transit. As I had a 6-hour layover I elected not to go to transit and to meet my parents instead at T5 arrivals. Upon entering departures, I was stopped by one of BA senior managers who forced me to check in my carry-on luggage (despite it being cleared by BA in Dubai) but was more than happy to let some other passengers with same sized carry on through. Perhaps she is the model random manager BA aspires to for future leadership. In any case, this “manager” was so eager to check by carry on in, that she left a whole bunch of company documentation with me at the check-in agents location. Such is the competency and class of this “manager” but then again one can expect no less from BA either. Finally, at Toronto, the checked in carry on came half-hour after the already delayed regular checked-in luggage – adding salt to wound. I flew to London from Dubai several times last year on Emirates, and on KLM/Delta/Air France to Toronto at multiple other times and never had any issues with security or carry-on from any of them. Finally, I called the UK ""Customer Relations"" center from Toronto, but I gave up about being put on hold for almost 7 minutes. They are incompetent and unhelpful in that field too. I wish I could give this rotten airline 0/10, but the minimum is 1/10 and I am happy with that."
2014,False,12-2016,United Kingdom,,Business,1.0,,,1,False,"Manchester to Heathrow connecting onto Virgin Atlantic to Shanghai. I arrived at Manchester terminal 3 at 08:00 and checked in to my booked flights. My outbound transfer flight BA1389 was delayed by over 3 hours (schedule 09:55, actual 13:10). At Manchester airport, the BA service desk were woefully under staffed and very unhelpful to customers. After a 2 hour queue, they refused to help me re-book any flights to Shanghai or reserve seats and promised everything would be sorted at the Heathrow BA service desk. I boarded the late flight to Manchester, hoping that BA Heathrow could help me with the connecting Virgin Atlantic flight when I arrived at Heathrow. This delay caused me to miss my connecting flight to Shanghai. My flight landed over 3 hours late in terminal 5 (Schedule 11:05, actual 14:06). Upon arrival at Heathrow (14:30), I proceeded to go to the BA service desk at Terminal 5 to find the next flights to Shanghai. After a 1 hour wait in the queue, the BA service personnel were not only unhelpful, but were extremely rude and aggressive towards me. They refused to help me book another flight to Shanghai, they refused to book me on a flight back to Manchester, they refused to help me retrieve my luggage, they refused to help me find a hotel and they refused to refund any of the £1814.60 air fare. I explained that I was now stranded in Heathrow with no other means of transport or accommodation and without my luggage, but they simply told me to leave the terminal as they would not be helping me any further. When I pleaded with the BA staff to move my return BA flight back to Manchester forwards to allow me to get home, the BA personnel called their manager to escort me out of the terminal so that I was no longer blocking other customers. At no point did they apologise for the delay or for the failure to help me and at no point did they acknowledge or appreciate the situation that I was in.  I was left outside Terminal 5 with no transport, no accommodation and no luggage. Eventually, after asking several helpful members of airport staff, I retrieved my luggage from Terminal 2. I organised myself a hotel in Heathrow at 20:00 after an exhausting 12 hours and now need to figure out how to get home."
2016,False,12-2016,United Kingdom,Boeing 787,Business,2.0,B787,,1,False,"Flew Club World from Chengdu to London last week, my first time on BA long haul for a few years. How they manage to retain their reputation is a complete mystery, with the onboard product being simply awful - and this on a newer Boeing 787 plane! The cabin was tatty - tables loose, problems with seat recline mechanism, IFE clunky and slow. The food was not even to economy standards, and the lack of choices in the lunch demonstrates pitiful money saving. Amenity kit second rate, the lavatory did not seem to be checked by crew from start to finish, and whilst the flight was quite empty in business, the service seemed to be on a go-slow. Staff (when they appeared in the cabin) were quite friendly, but they all seemed unhappy and quite ashamed of the poor facilities that BA now provide. I will go back to using my preferred Asian airlines, and I can only assume other BA ""loyals"" will also start switching as the management seem intent on driving BA down to low cost airline levels."
2034,False,11-2016,United Kingdom,A321,Business,1.0,A321,,1,False,"London Heathrow to Zurich return using their business class. Online check in and easy access through security at Heathrow. Lounge was overcrowded and not much better than using a coffee shop in the main terminal. Seats onboard A321 are a joke for business class with very small legroom / seat pitch. Food also shows reals signs of cost reduction, and BA is very much closer to low-cost carriers than airlines like Lufthansa or Swiss. Staff service was best described as ""perfunctory"" - they provide F&B and then rest of the flight in the galley chatting very loudly about their Christmas plans. Return flight no different, except that cabin staff did manage to say hello as we boarded flight. BA has become a very expensive and disappointing way to fly."
2050,False,08-2016,United Kingdom,,Business,1.0,,,1,False,"London Heathrow to Delhi return. I thought Air India was the worst until I traveled by British Airways via Premium Economy.  Prices are not at all comparable thus I assumed they must be charging more for nicer services but not all. British Airways staff at Delhi Airport were rude and unprofessional. I have having plenty of weight limit left but even a few mm difference in cabin baggage they did not allowed as it was little hard to put in measuring case because of handle. Another small camera pouch they consider as a separate bag. I was forced to give my cabin bag to my father in law and left with a normal handy bag with all stuff in it. Coming to the aircraft, food and staff - equally poor. Food was horrific, seats were torn, headphone socket not working, food tray was broken (I was forced to keep serving tray on broken food tray giving support by thighs) , tv screen was not at all visible because of too many scratches. Staff was not able to help at all. Nightmare experience."
2093,False,11-2016,United Kingdom,Boeing 777,Couple Leisure,2.0,B777,,1,False,"We'd booked to fly Club World 4 months ago. Turned up at St Lucia to be told British Airways had overbooked and we had been downgraded : this is on a £1700 ticket. According to the duty manager, they regularly oversell the premium cabins and staff are fed up with apologising to angry passengers. We were given £300 each travel vouchers as compensation, so it means we have to use British Airways again. We ended up in World Traveller plus (premium economy). Seats were ok, but it's the standard Economy menu. Breakfast was a croissant which had come out of a fridge, and was disgusting."
2109,False,10-2016,Belgium,A319,Business,1.0,A319,,1,False,"I am tall, 196cm to be exact. That's why on a recent flight from London to Brussels I couldn't face being crammed into a microscopic economy seat. Instead I decided to pay £385 to fly in British Airways ""Business"" class. What a mistake! On arrival to Heathrow's Terminal 5 I tried to enter the queue at zone B as directed by one of the information signs. I was told that the staff had decided to close that so I had to go somewhere else. I joined the queue at ""C"" instead but was told when I got to the front that business class checked in at H. I made my way to British Airways business class lounge, which was crowded, dirty with wet smelly bathrooms that looked more like a run-down bus station than an airline's lounge. The place was wildly understaffed which meant that there were used plates, cutlery and half eaten food littering tables in the room. It was far less crowed in the rest of the terminal which is where I waited for my flight. The gate was announced and I made my way to gate 10C where the flight was being bussed. I was in seat 3D. It was not a business class seat at all but an economy seat with almost zero legroom. The whole point of spending £385 was legroom and I didn't have any. I asked the flight attendant if anything could be done.  BA would not have been my choice anyway but I do understand that given tight schedules and limited choice sometime you are forced to fly with a particular company against your better judgment. In that case don't make the same mistake as me. British Airways."
2124,False,10-2016,United Kingdom,A320,Couple Leisure,1.0,A320,,1,False,"My wife and I have been flying British Airways short haul in Club Europe for several years and until recently have been more than satisfied with the service provided. Noticeably, this year that service has become far more erratic culminating in an extremely poor performance and unpleasant experience on this recent flight to Malta ex Gatwick. Departure time was 0750 and we arrived at Premium Check-in at 0620 to find only one member of staff manning the desks serving First and Club. There were at least 10 parties waiting in the queue, some of whom defected to Economy desks which were heavily manned with faster moving queues. Only after more than 15 minutes did extra staff arrive and when we reached the desk the attitude of the Check-in lady left much to be desired - robotic, unsmiling and disinterested is probably a kind description. It would have been good to have been informed that the No 1 Lounge was available in the absence of the BA offering, but no mention of a lounge was made at all. The No 1 Lounge struggles to cope with the additional passenger load, but that is another story. Boarding was fine, but the in-flight service from a totally disinterested cabin crew was perfunctory at best. The meal service was late and slow with no drinks of any sort offered until after all meals had been dispensed. Clearing the meal was even worse. The flight was in final approach to Luqa when, returning from the toilet, I saw one of the cabin crew sitting in the galley playing solitaire on her I-pad whilst bottles and glasses remained at seats which then had to be hurriedly removed as the Captain announced ""cabin crew to seats for landing"". Should I have apologised for being a mere passenger interrupting this lady's games session? Appalling - and such a contrast to several LHR-PRG early morning flights over recent years when it has been a joy to fly BA. This may just have been a bad flight, but I fear that this is the future for BA unless somebody at the top reads these reports and takes remedial action before it's good name is lost forever."
2125,False,10-2016,New Zealand,,Solo Leisure,1.0,,,1,False,"New York JFK to London Heathrow with British Airways. Please bear in mind that this complaint concerns a business class ticket. Customer service is non existant. I could not choose seat on line. Called for help and was told it was not possible for them to do it over the phone. Suggested I use another browser. I called a friend who could try using her pc and another browser. Same story. Unable to choose seat. Called airline again and was told that it could only be done by airport staff. After pressing them for the number and being assured I was being given the contact info for BA at JFK, I called only to discover I had been given the general phone number for JFK. Absurd. I hadn't used this airline in years and never will again. It's a shame. They used to be such a class act."
2138,False,10-2016,Canada,Boeing 787-8 / A320,Couple Leisure,2.0,B787,,1,False,"We recently flew British Airways business class from Calgary to Rome via London and returned the same route. Like previous reviews we too will avoid British Airways at all costs. Although the cabin service and staff on all of our routes was exceptional the layout of the international business class seating is brutal! Who designs seating where you have to either bother your fellow traveler to get out or climb over their feet?  Even worse is what British Airways sells as business class within Europe. They are nothing more than economy seats with the middle one blocked off. My husband is 6'4"" and I'm 5'10"" and our knees were jammed up against the seat in front of us. Could you make your passengers feel anymore cramped?! My biggest complaint about British Airways is having to pay to reserve my seats! They are the only international carrier that does this. Even in business class. When I logged on 24 hours in advance, there were no seats to choose from - and to my utter surprise my husband and I weren't even seated together. Shame on you British Airways for being so cheap! We are flying to Europe again shortly and will definitely be looking elsewhere! On the plus side, food and service on our flights was exceptional but your customer service leaves much to be desired."
2150,False,09-2016,United Kingdom,A380,Couple Leisure,1.0,A380,,2,False,"Quite simply next time we fly, and where possible, we shall use any other airline (with one exception being South African Airways) rather than British Airways. Flew from Johannesburg to London Heathrow. The seating in business on the A380 is dire and the description given by another reviewer that it feels as if you are in a coffin is pretty accurate. The staff were just about acceptable, but they appeared indifferent and just going through the motions of serving the food and beverages whilst trying not to look too bored whillst doing their job. Oh, and my TV packed up and froze, so I was unable to watch or listen to any music for half of the journey. The Qantas business class seating is superb and just how all the other airlines should configure their seating on the A380. Shame they don't fly to South Africa, although, if they did, it would be impossible to book a seat, as everyone would choose to fly with them and not British Airways."
2155,False,09-2016,Thailand,,Couple Leisure,1.0,,,3,False,"Paris to Bangkok via London. What a mistake to choose BA for this business class flight. The experience of the seats (with their weird coffin-like configuration, sliding screens, and people climbing over me almost continually) was enough to say ""never again"". The service was very patchy, with some decidedly long-faced and size-challenged cabin staff. Coffee undrinkable, and forget having a choice. Main course near to inedible, but the portions were thankfully miniature. The wine selection was good, but my unsmiling stewardess told me there was no Bordeaux ""only merdock"". (I should have explained that Medoc is a Bordeaux region, but really). This simply comes nowhere close to Thai, Emirates or Cathay. Singapore Airlines is in a league way way ahead. I should add that the lounges in Paris and London were great. Paris was a share with Cathay, and London's Terminal 5 lounge was excellent. Shame about the flight and the quite hideous seating: tight, face to face with a complete stranger, noisy and hard."
2182,False,09-2016,United Kingdom,Boeing 747-400,Couple Leisure,1.0,B747,,1,False,"Miami to London Heathrow with British Airways in First Class. The boarding process at Miami was chaotic with the staff member inviting World Traveller Plus, Club World and First Class to all join the queue to board. Despite flying First Class it took 15 minutes to get to the front of the queue and a further 10 minutes on the jet bridge before getting onboard. The crew were indifferent and we were not escorted to our seats. The ""hot"" towel service before take off was a cold dry towel which had not seen any hot water. The ""hot"" nuts were served 10 minutes after the drinks. The meal was dry and of poor quality. The cabin crew forgot my partners main course and put one in the oven 30 minutes after everyone else had eaten and when it was served, it was cold and inedible. When the crew member made my bed up I was informed they had ""run out"" of duvets and the crew only managed to find one after I complained about the poor experience to the CSM. Based on this experience, BA's penny pinching across all of the cabins has lowered the quality of all of the product and it is not worth paying for First Class - save yourself some money because United Airlines Economy Class is better than what I experienced on this flight."
2260,False,07-2016,United Kingdom,,Solo Leisure,1.0,,,1,False,"Basel to London Heathrow with British Airways. At 11.30am I recieved a text telling me that flight BA755 departing 18:10 had been cancelled. 70 minutes later, I recieved a second message telling me that I was rebooked on flight BA749A departing 21:55. On arrival at Basel airport, I discovered the club class check in doubles as a general enquiry point. After a wait of 30 minutes whilst a stream of economy passengers' queries were dealt with, a rude and unhelpful agent checked me in. I asked if the seat 2C, I had prebooked on the cancelled flight was available and was told no, I had been allocated seat 3C and the allocation could not be changed. Seat 2C remained empty. The business lounge was at least superior to the BA one I used on my outward journey, being independantly run. Our incoming flight for BA749 was delayed leaving Heathrow finally landing at 11.25PM. At 10:30pm passengers were informed by the business lounge Concierge that we must clear passport control and be in line at the gate by 11:00pm as the airport closes at midnight so a rapid turnround was needed. The flight eventually pushed back from the stand at 23:50. I wonder if this was a ploy by BA to avoid paying compensation for a 3 hour delay. On board we met by profuse apologies from the captain and cabin staff, although no no reason for the delay was given. Certainly not BA's finest hour."
2263,False,07-2016,United Kingdom,A320,Business,1.0,A320,,1,False,"Sadly British Airways Business Class, London Heathrow to Geneva is no longer worth any extra cost. I'm only 185cm and can't sit comfortably and relax without being sideways. In addition to Chamonix we have homes in London and Telluride, Colorado and BA lost us as customers for quite a few years on the LHR to DEN, 777 service, again because of the ridiculous seat forward/backward seat configuration in Business Class, that requires us or someone else to climb over us to get out of the seat during the flight. Therefore we flew Air NZ (much, much better flight if a little inconvenient) to LAX (6-8 return flights a year) and suffered longer on United to get to our destination as BA Business was so bad. Fortunately they now have a 747 on the LHR to DEN service where we can fly First Class which we are using, but it would only take another airline to do this route for us to move away from the ageing cabin staff and extremely average service."
2266,False,06-2016,United Kingdom,,Solo Leisure,1.0,,,1,False,"London Heathrow to Budapest with British Airways. I did not choose BA for this flight. It was arranged by my cruise tour operator. Online check in ok. Bag drop agent surly and unhelpful. Terminal 3 lounge chaotic. Tables grubby and cluttered with dirty plates and glasses. At 10.00am in the morning the only food available was stale croissants. Servers in the lounge unhelpful and reluctant to produce champagne when requested. Boarding process was the BA chaos I have come to expect. Why do BA gate staff show so much resentment towards premium passagers. New club seating is atrocious. No better than economy with centre seat empty. No drink offered on boarding. Economy passagers access past club section via a very narrow aisle most carrying or dragging oversized cabin baggage. Late take off due to mix up over economy seat allocations, and late arrival of passengers needing wheelchair assistance. Seat very uncomfortable. Little legroom and too much recline available to seat in front. The only saving point was the cabin manager whose hardwork and helpfulness was not matched by her workshy crew. Where do BA recruit such useless staff, and are they specially trained to have no customer focus? BA is certainly not my airline of choice. Many lessons can be learned from their no frills competitors."
2274,False,07-2016,Australia,,Business,1.0,,,1,False,Cannot believe how bad British Airways was. We arrived very early at the airport in Kuala Lumpur to catch a flight to London in premium economy. They would not allow us to check in online and we soon discovered why. The flight was massively overbooked. There are 39 seats in premium economy and they had overbooked by 10. There was a long queue of passengers in economy also who could not get seats. This is utterly irresponsible. Very few people book a long haul flight across the world and fail to show up without cancelling. We were told by the manager that this happens almost every night. Not a single employee of British Airways was there to manage the situation. It was left to the poor Malaysia Airlines handling staff as agents to try to deal with it. They have offered us an economy seat on another airline with miserable compensation for a journey which would take 7 hours longer. They refused reasonable requests to give us an upgrade on the way home or to offer any other form of compensation. It is all very well for airlines to want to maximise profits but a good airline must care just a little for its passengers. British Airways has lost my business forever.
2351,False,05-2016,United Kingdom,,Couple Leisure,1.0,,,1,False,"Gatwick to Funchal. What has happened to BA club Europe? You used to get wider seats and more leg room than economy. Not any more. Same seats as economy but with middle seat blocked. Breakfast ok but not brilliant. Staff were good and I enjoyed the champagne but was it worth paying for club class? No it wasn't. We were lucky and got row 2 by the food galley which meant extra legroom but that was more luck than design. I wouldn't fly Club Europe again unless I was guaranteed this seat but to get it I would have to pay £18 per person each way on top of the club fares. Total rip off BA. Before we flew I was going to book British Airways to Bangkok. Based on this experience though I'll stick to EVA Air. Additionally the club lounge at Gatwick was dire. No seats available on arrival, cooked meal inedible and the lounge was not exclusive to BA and was clearly being used by all and sundry who paid a few quid for the use of a lounge. The tables were also filthy."
2353,False,05-2016,France,A319,Solo Leisure,2.0,A319,,3,False,"Second time in 10 days on this flight from London Heathrow to Basel. What has happened to the leg room on British Airways? At 1m 80 my knees were against the seat in front. There used to be a good 3/4 inches of leg room. The ""food"" which BA proudly advertise consists of a very small sandwich. As usual the onboard staff are the saving grace. Going downhill BA."
2356,False,05-2016,France,,Solo Leisure,2.0,,,2,False,"Nassau to Paris via London with British Airways. Flight was delayed 3 hours from Nassau to London. No refreshments offered while waiting. Boarded at 11:00pm to leave at 1:00 am. 2 hours waiting in the aircraft with no entertainment available. Staff were very polite and helped as much as they could. Then arrived in London with 3 hours delay, almost impossible to get information from rude staff at Heathrow airport. We're able to be put on the next flight to Paris. Then it took over an hour to go through security and we almost missed our flight. ""Luckily"", flight was delayed 45 minutes so we caught it. When we arrived bags had not arrived and were delivered home the following day. Since the connection took over an hour, I called British Airways to change my flight in 2 weeks (since I have 1h10m to get to the second plane, chances are I won't be able to catch it). I was told I would have to pay 150€ (even though flight is 200€ cheaper compared to when I bought it) and that I would most likely be put on the next plane to Los Angeles, through American Airlines. So I haven't taken my flight that I'm kind of feeling I might be missing it. Not very accommodating."
2368,False,04-2016,Australia,A319,Business,1.0,A319,,1,False,"Oslo to London Heathrow. Check in was chaotic, and ground staff had no idea about check in, no information about lounge access, transfer etc. I'm emerald frequent flyer with British Airways. Seat is usual economy seat, it's a joke they sell this product as business class. No entertainment and a disgraceful meal on business class. Service was very fast. Overall experience in this flight was no any better than economy class - it's a complete joke they call this product ""business class"" - you just waste your money."
2415,False,03-2016,United Kingdom,Boeing 777,Couple Leisure,2.0,B777,,1,False,"St Lucia to London Gatwick in Premium Economy on 30th March, and I had the worst flight I have had for some time on British Airways. No newspaper, inedible curry chicken, no wine, no coffee. Breakfast again was inedible and no coffee. Inflight entertainment awful with old films on very small screen. Oxygen levels very low with many passengers complaining of headaches etc. Staff not interested yet as usual British Airways employees sneak into business class and seemed to get a reasonable service! As usual, you say never use them again on this route but very little choice as only competition is Virgin and they are not that good either. Compared to airlines like Emirates, Qantas, Air New Zealand etc, BA have much to learn. Have used Thomsons to Barbados and Mauritius in Premium Club section on the Boeing 787 and it was a fantastic experience. Great food, service comfy seats and super in flight entertainment."
2443,False,11-2015,United Kingdom,A380,Couple Leisure,1.0,A380,,2,False,"Miami to London Heathrow with British Airways, and not overly happy with the experience. The A380 is an impressive jet, but despite paying the extra for Premium Economy the seats are like torture. It is impossible to get comfortable so sleep is not just elusive but impossible. Didn't feel that the Premium Economy experience was of any great value. Staff attentive and food reasonable."
2446,False,02-2016,United Kingdom,Boeing 777,Couple Leisure,1.0,B777,,1,False,"Sydney to London Heathrow via Singapore, and our first foray into British Airways Business Class (Club World) was not a success. Flat bed was made up of a hinged flap and it was over this flap that the inside passenger had to clamber. In my case he was a large passenger who had heavy shoes which had heavy heels. I am sure he tried to be careful, his leading heel edge hit my exposed ankle bone hard. The food was atrocious - the breakfast omelette was grey and inedible. As breakfast was served late it proved impossible to request a second cup of tea or coffee. The early morning hours snack was composed of doorstep sandwiches with little or no filling. The staff tried hard and I had water brought to me as I asked for it. But I had to find someone to replace used toilet rolls, paper towels and mop up the lavatory floor. Not expected in Business Class. Uncomfortable flight and never to be repeated by us."
2448,False,02-2016,United Kingdom,,Business,2.0,,,1,False,"Gatwick to Marrakech. The British Airways lounge at the airport has been closed for some time and therefore they are sharing the paid for No 1 lounge. It's overcrowded, me and my family couldn't get in to use it. The check in staff apologised about it, so they clearly know the problem. BA should inform the customer prior to booking that they are not able to provide the full service. British Airways customer services response was to inform me of their future plans, not very helpful. I would not recommend flying business class short haul out of Gatwick. Save your money and fly with someone else."
2468,False,02-2016,Romania,A320,Solo Leisure,1.0,A320,,2,False,"Bucharest to London Heathrow and the worst thing above all are the British Airways business class seats and the shocking lack of legroom. Cramped into a space which is less than many economy seats. And this was Club Europe! Poor breakfast - one slice of bacon, half tomato a few tinned mushrooms and an omelette so overcooked it was grey inside. Seat itself was comfortable and staff were good. Toilet waste bin had tape around it and so a sack was used for rubbish instead! Not a good flight overall."
2471,False,01-2016,United Kingdom,Boeing 777,Couple Leisure,1.0,B777,,2,False,"British Airways from Manchester to Rio de Janeiro via Heathrow. Weren't invited to the lounge at MAN due to a rather arrogant check in agent. The Concord Lounge at LHR has seen better days - ordered a bacon sandwich which arrived far too promptly and was limp and rather pathetic, so left it! Champagne on boardng was warm as was the water. Nuts were pleasant. Seat area was genuinely filthy and had not been thoroughly cleaned with remnants of the toiletries bag between the seats from the last passengers. First choice of food not available, which is unacceptable in First. Then a whole row of seats just stopped working so my seat was in a permanent 20 degree incline. Staff attempted to get them working but to no avail. We ended being split up, partner on row 4, me on row 2! Nice start to our honeymoon, thanks BA. Cheese selection on the menu had changed and was offered a scrappy piece of paper to advise new selections. Staff upgrades are commonplace on BA in First and the cabin had by my reckoning, 5 paying passengers and I'd say about 4 staff upgrades (all of whom appeared after we had been pushed back from the gate). These 'mates' of crew are showered with attention throughout the flight. Personally I'd have preferred to see some of the full fare business class passengers upgraded with staff passengers thankful for a seat, but BA seem to think it's acceptable for staff to travel in First. If you're on flying on business and hoping for an upgrade, I'd say you're chances are pretty remote, unless of course you know one of the crew for that flight! A pretty poor experience all round which proves that the once 'worlds favourite airline' has become so complacent that they can't even get it right in First Class. Is it any wonder the Middle East carriers are showing the rest of the world how to do it!"
2511,False,01-2016,United Kingdom,Boeing 777,Couple Leisure,1.0,B777,,1,False,"Gatwick to Male, and just when we thought the British Airways business class offer could get no worse, we checked in to find that the BA lounge was shut and the alternative was the number 1 Traveller lounge where for both first and business class, champagne has to be purchased. Needless to say, no advance notice of this was give,n and by the admission of their own staff  British Airways management just don't care what impact this will have on customers who have paid a great deal of money to fly premium class. Based on our recent flights with BA where we have witnessed penny pinching devaluation of the business class experience, to the extent that there is now no comparison with other similarly priced airlines. Their cavalier approach to customer care may result in others like us saying last time with BA ever!"
2518,False,01-2016,United Kingdom,A380,Solo Leisure,1.0,A380,,1,False,"Edinburgh to San Francisco via London Heathrow. Flight was great until I found out my bags hadn't made my 1 hour connection. Was promised by customer services weeks before that a 1 hour connection was fine as all flights were via Heathrow T5, this was a lie. EDI to LHR sector was delayed slightly, I made the flight but the bags didn't. I was promised by ground staff the bags would be quicker to the aircraft than I would, again this was a lie. 24 hours later my bags haven't arrived, and are now in some office somewhere in San Francisco. Other than that I have no idea where they are.  British Airways customer service line is next to useless, with employees that do not understand English and read from a script."
2521,False,01-2016,United Kingdom,A380,Family Leisure,2.0,A380,,1,False,"Miami to Manchester via London Heathrow, and from the first flight on 28th December until our return from Miami on 12th January, our flights and issues with British Airways were dreadful. Zero customer service, change of planes, awful food, rude Staff, and lost luggage - British Airways made a lasting impression on our Xmas holiday. My family and I have been fortunate to fly with other major airlines and never experienced anything like this. We spent extra money on upgrading our seats to Premium Economy and the service was appalling. We would not recommend BA to anyone, and felt so strongly about the lack of service, we felt compelled to write this blog."
2537,False,12-2015,United Kingdom,,Family Leisure,1.0,,,1,False,"Las Vegas to London with British Airways was awful. We were in first class, travelling with 2 young children and wanted to put them to bed on this long flight, and we had booked a row of 4 seats so we could sleep one child one adult. We check in at first class which was delayed, as they are busy and have moved some economy passengers to the first class line to speed up things. Then we are told one of our seats has been moved, the staff are unsure as to why and will rectify this immediately and bring my boarding pass to the lounge. An hour later I go to the check in desk as nobody from BA has been bothered to come - I am then told, actually your seat is broken nothing we can do, and its now my problem. This seat is in the middle, therefore it means either one child alone on the otherside of the cabin or the 2 children together behind me and my husband alone the other side of the cabin. No other options and British Airways are not prepared to ask anyone to swap seats so we can sit 2 together on different rows. We kept the children together behind me, obviously meaning I could not sleep the whole flight and my husband was alone. Then the lamp on my childs seat malfunctioned and was on full beam the whole night flight keeping one of them awake - the attendents were unable to override the light - seriously. They did offer to seat my child at the front of the cabin in a different seat, alone surrounded by strangers or to move me to the front which would have left my children completely alone. On out outward flight from London to Vegas one of our seats also malfunctioned and the tv etc went down for the entire journey - nothing the cabin staff could do then either. Apparently they are old planes! We are still waiting for a response from British Airways."
